hour,symbol,avg_price,price_volatility,min_price,max_price,total_volume,total_change
2025-12-07 13:00:00,AAPL,278.78,0.0,278.78,278.78,2552355630,-103.67999999999999
2025-12-07 13:00:00,AMZN,229.53,0.0,229.53,229.53,1788338358,22.68
2025-12-07 13:00:00,GOOGL,321.27,0.0,321.27,321.27,1557992070,197.1
2025-12-07 13:00:00,MSFT,483.1600000000001,0.0,483.16,483.16,1220870340,125.27999999999999
2025-12-07 13:00:00,TSLA,455.0,0.0,455.0,455.0,3047086188,25.38
